Parent ID number,ID number,Short name,Description,Description format,Scale values,Scale configuration,Rule type (optional),Rule outcome (optional),Rule config (optional),Cross-referenced competency ID numbers,Exported ID (optional),Is framework,Taxonomy
PN LP-BUT Chimie MPF 2022-C2,PN LP-BUT Chimie MPF 2022-C2-L2,⭐⭐ Réaliser une synthèse multi-étapes et/ou complexe,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C3,PN LP-BUT Chimie MPF 2022-C3-L1,⭐ Identifier les matériaux et produits formulés,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C3,PN LP-BUT Chimie MPF 2022-C3-L2,⭐⭐ Concevoir des matériaux et/ou des produits formulés,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C3,PN LP-BUT Chimie MPF 2022-C3-L3,⭐⭐⭐ Améliorer des matériaux et/ou des produits formulés,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C4,PN LP-BUT Chimie MPF 2022-C4-L1,⭐ Suivre une production chimique,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C4,PN LP-BUT Chimie MPF 2022-C4-L2,⭐⭐ Conduire une production chimique,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C5,PN LP-BUT Chimie MPF 2022-C5-L1,⭐ Utiliser des outils de gestion,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C5,PN LP-BUT Chimie MPF 2022-C5-L2,⭐⭐ Participer à la gestion du laboratoire ou de l'atelier de production,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C5,PN LP-BUT Chimie MPF 2022-C5-L3,"⭐⭐⭐ Piloter une équipe, un projet",,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C6,PN LP-BUT Chimie MPF 2022-C6-L1,⭐ S'initier aux règles Hygiène Sécurité Environnement,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C6,PN LP-BUT Chimie MPF 2022-C6-L2,⭐⭐ Exploiter les outils statistiques et Hygiène Sécurité Environnement,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C6,PN LP-BUT Chimie MPF 2022-C6-L3,⭐⭐⭐ Contribuer à une démarche Hygiène Sécurité Environnement,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C1-L1,PN LP-BUT Chimie MPF 2022-C1-L1-P1,Prélever un produit en respectant les procédures,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C1-L1,PN LP-BUT Chimie MPF 2022-C1-L1-P2,Préparer de façon simple un échantillon sous une forme adaptée à son analyse,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C1-L1,PN LP-BUT Chimie MPF 2022-C1-L1-P3,Mettre en oeuvre le protocole d'analyse fourni,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C1-L1,PN LP-BUT Chimie MPF 2022-C1-L1-P4,Réaliser l'étalonnage d’un appareil de mesure simple d’utilisation,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C1-L1,PN LP-BUT Chimie MPF 2022-C1-L1-P5,S'initier à différentes méthodes d’analyses courantes,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C1-L2,PN LP-BUT Chimie MPF 2022-C1-L2-P1,Appliquer des techniques d'échantillonnage,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C1-L2,PN LP-BUT Chimie MPF 2022-C1-L2-P2,"Mettre en oeuvre différentes méthodes d’analyses séparatives, spectrométriques et électrochimiques",,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C1-L2,PN LP-BUT Chimie MPF 2022-C1-L2-P3,Réaliser des analyses qualitatives ou/et quantitatives en utilisant les étalonnages adaptés,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C1-L2,PN LP-BUT Chimie MPF 2022-C1-L2-P4,Diagnostiquer un dysfonctionnement ou une anomalie et effectuer la maintenance de 1er niveau,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C1-L2,PN LP-BUT Chimie MPF 2022-C1-L2-P5,Participer à l’optimisation d’une méthode d’analyse,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C2-L1,PN LP-BUT Chimie MPF 2022-C2-L1-P1,Identifier un composé (nomenclature) et son rôle dans une réaction simple,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C2-L1,PN LP-BUT Chimie MPF 2022-C2-L1-P2,Mettre en oeuvre la transformation en suivant un protocole établi et en reproduisant un montage simp,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C2-L1,PN LP-BUT Chimie MPF 2022-C2-L1-P3,Suivre l’avancée de la transformation en utilisant des techniques simples,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C2-L1,PN LP-BUT Chimie MPF 2022-C2-L1-P4,Purifier et caractériser le produit de la transformation par des techniques simples,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C2-L2,PN LP-BUT Chimie MPF 2022-C2-L2-P1,Établir le rôle du composé dans une réaction complexe,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C2-L2,PN LP-BUT Chimie MPF 2022-C2-L2-P2,Mettre en oeuvre la transformation en adaptant un protocole et en produisant un montage adapté,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C2-L2,PN LP-BUT Chimie MPF 2022-C2-L2-P3,Suivre la transformation en utilisant des techniques avancées,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C2-L2,PN LP-BUT Chimie MPF 2022-C2-L2-P4,Purifier et caractériser le produit de la transformation par des techniques avancées,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C3-L1,PN LP-BUT Chimie MPF 2022-C3-L1-P1,Identifier les classes de matériaux et les différents types de produits formulés,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C3-L1,PN LP-BUT Chimie MPF 2022-C3-L1-P2,Identifier les matières premières et additifs,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C3-L1,PN LP-BUT Chimie MPF 2022-C3-L1-P3,Appliquer les bases de l'écoconception,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C3-L1,PN LP-BUT Chimie MPF 2022-C3-L1-P4,Caractériser les propriétés des matériaux et des produits formulés par des méthodes simples,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C3-L2,PN LP-BUT Chimie MPF 2022-C3-L2-P1,Établir la relation entre matières et propriétés,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C3-L2,PN LP-BUT Chimie MPF 2022-C3-L2-P2,Mettre en oeuvre des procédés de fabrication simples,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C3-L2,PN LP-BUT Chimie MPF 2022-C3-L2-P3,Identifier une démarche d'écoconception,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C3-L2,PN LP-BUT Chimie MPF 2022-C3-L2-P4,Caractériser les propriétés des matériaux et/ou des produits formulés,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C3-L3,PN LP-BUT Chimie MPF 2022-C3-L3-P1,Améliorer les performances des matériaux et/ou des produits formulés,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C3-L3,PN LP-BUT Chimie MPF 2022-C3-L3-P2,Mettre en oeuvre une démarche écoconception,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C3-L3,PN LP-BUT Chimie MPF 2022-C3-L3-P3,Mettre en oeuvre des procédés de fabrication des matériaux et/ou des produits formulés complexes,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C3-L3,PN LP-BUT Chimie MPF 2022-C3-L3-P4,"""Déformuler"" les matériaux et/ou les produits formulés",,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C4-L1,PN LP-BUT Chimie MPF 2022-C4-L1-P1,Identifier les matières premières et les produits,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C4-L1,PN LP-BUT Chimie MPF 2022-C4-L1-P2,Identifier les différents réseaux d’utilités et les éléments d’un procédé de production,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C4-L1,PN LP-BUT Chimie MPF 2022-C4-L1-P3,Mettre en oeuvre la circulation des flux de réactifs et/ou de produits,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C4-L1,PN LP-BUT Chimie MPF 2022-C4-L1-P4,"Assurer la vérification, le contrôle et le suivi nécessaires à la conduite d'opérations","<p>Assurer la v&eacute;rification, le contr&ocirc;le et le suivi n&eacute;cessaires &agrave; la conduite d'op&eacute;rations de production</p>",,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C4-L1,PN LP-BUT Chimie MPF 2022-C4-L1-P5,Renseigner des documents de suivi de production,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C4-L2,PN LP-BUT Chimie MPF 2022-C4-L2-P1,Participer au dimensionnement des équipements des lignes de production,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C4-L2,PN LP-BUT Chimie MPF 2022-C4-L2-P2,Proposer la technique analytique adaptée à la conduite des procédés,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C4-L2,PN LP-BUT Chimie MPF 2022-C4-L2-P3,Analyser les indicateurs de production et mettre en place les actions correctives,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C4-L2,PN LP-BUT Chimie MPF 2022-C4-L2-P4,Effectuer des actions de maintenance de premier niveau sur les installations de production,<p>Effectuer des actions de maintenance de premier niveau sur les installations de production et les syst&egrave;mes de suivi en ligne</p>,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C5-L1,PN LP-BUT Chimie MPF 2022-C5-L1-P1,Tenir un cahier de laboratoire,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C5-L1,PN LP-BUT Chimie MPF 2022-C5-L1-P2,Mettre en forme et rendre compte de résultats à l'oral et à l'écrit,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C5-L1,PN LP-BUT Chimie MPF 2022-C5-L1-P3,Exploiter une documentation technique,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C5-L1,PN LP-BUT Chimie MPF 2022-C5-L1-P4,Évaluer une incertitude de mesure,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C5-L1,PN LP-BUT Chimie MPF 2022-C5-L1-P5,Appliquer une méthodologie simple de conduite de projet,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C5-L2,PN LP-BUT Chimie MPF 2022-C5-L2-P1,Communiquer à l'oral et à l'écrit en utilisant un vocabulaire technique adapté,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C5-L2,PN LP-BUT Chimie MPF 2022-C5-L2-P2,Déployer une méthodologie de conduite de projet,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C5-L2,PN LP-BUT Chimie MPF 2022-C5-L2-P3,Rédiger un compte-rendu scientifique et technique en français et en anglais,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C5-L2,PN LP-BUT Chimie MPF 2022-C5-L2-P4,Appliquer une démarche qualité,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C5-L3,PN LP-BUT Chimie MPF 2022-C5-L3-P1,"Mettre en oeuvre les principes de management, de qualité, d'économie et de gestion",,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C5-L3,PN LP-BUT Chimie MPF 2022-C5-L3-P2,Assurer la gestion d'un projet,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C5-L3,PN LP-BUT Chimie MPF 2022-C5-L3-P3,"Animer une équipe, une réunion",,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C5-L3,PN LP-BUT Chimie MPF 2022-C5-L3-P4,Initier les utilisateurs aux techniques implantées dans le laboratoire,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C5-L3,PN LP-BUT Chimie MPF 2022-C5-L3-P5,Élaborer une stratégie de veille documentaire technologique,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C6-L1,PN LP-BUT Chimie MPF 2022-C6-L1-P1,"Vérifier l’identité, la quantité et la dangerosité des produits et des réactifs",,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C6-L1,PN LP-BUT Chimie MPF 2022-C6-L1-P2,Classifier et trier des déchets chimiques,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C6-L1,PN LP-BUT Chimie MPF 2022-C6-L1-P3,Mettre en oeuvre les BPL,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C6-L1,PN LP-BUT Chimie MPF 2022-C6-L1-P4,Appliquer les règles de sécurité,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C6-L2,PN LP-BUT Chimie MPF 2022-C6-L2-P1,Appliquer les différents règlements et normes HSE en vigueur,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C6-L2,PN LP-BUT Chimie MPF 2022-C6-L2-P2,Mettre en oeuvre les BPF,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C6-L2,PN LP-BUT Chimie MPF 2022-C6-L2-P3,Utiliser les outils de traitement de données,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C6-L3,PN LP-BUT Chimie MPF 2022-C6-L3-P1,Participer à la mise en oeuvre d'une démarche de qualification,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C6-L3,PN LP-BUT Chimie MPF 2022-C6-L3-P2,Mener à bien la validation d'une méthode d'analyse,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C6-L3,PN LP-BUT Chimie MPF 2022-C6-L3-P3,"Assurer la veille technologique, réglementaire, scientifique, environnementale et sociétale","<p>Assurer la veille technologique, r&eacute;glementaire, scientifique, environnementale et soci&eacute;tale dans sa sp&eacute;cialit&eacute;</p>",,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C6-L3,PN LP-BUT Chimie MPF 2022-C6-L3-P4,Se comporter comme un technicien chimiste responsable,,,,,,,,,,,""
PN LP-BUT Chimie MPF 2022-C6-L3,PN LP-BUT Chimie MPF 2022-C6-L3-P5,Développer des plans d'expérience,,,,,,,,,,,""
