Parent ID number,ID number,Short name,Description,Description format,Scale values,Scale configuration,Rule type (optional),Rule outcome (optional),Rule config (optional),Cross-referenced competency ID numbers,Exported ID (optional),Is framework,Taxonomy
PN LP-BUT TC BDMRC 2022-C2,PN LP-BUT TC BDMRC 2022-C2-L2,⭐⭐ Pour mener un entretien de vente simple,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C2,PN LP-BUT TC BDMRC 2022-C2-L3,⭐⭐⭐ Pour mener une vente complexe,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C3,PN LP-BUT TC BDMRC 2022-C3-L1,⭐ Pour structurer un plan de communication,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C3,PN LP-BUT TC BDMRC 2022-C3-L2,⭐⭐ Pour élaborer un plan de communication,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C4,PN LP-BUT TC BDMRC 2022-C4-L1,⭐ Pour agir en tant que membre de l'équipe commerciale,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C4,PN LP-BUT TC BDMRC 2022-C4-L2,⭐⭐ Pour agir en tant que responsable de l'équipe commerciale,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C5,PN LP-BUT TC BDMRC 2022-C5-L1,⭐ Pour agir en tant que membre de l'équipe relation client,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C5,PN LP-BUT TC BDMRC 2022-C5-L2,⭐⭐ Pour agir en tant que responsable de l'équipe relation client,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C1-L1,PN LP-BUT TC BDMRC 2022-C1-L1-P1,Analyser l'environnement d'une entreprise en repérant et appréciant les sources d'informations,<p>Analyser l'environnement d'une entreprise en rep&eacute;rant et appr&eacute;ciant les sources d'informations (fiabilit&eacute; et pertinence)</p>,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C1-L1,PN LP-BUT TC BDMRC 2022-C1-L1-P2,Mettre en oeuvre une étude de marché dans un environnement simple,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C1-L1,PN LP-BUT TC BDMRC 2022-C1-L1-P3,Choisir une cible et un positionnement en fonction de la segmentation du marché,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C1-L1,PN LP-BUT TC BDMRC 2022-C1-L1-P4,"Concevoir une offre cohérente et éthique en termes de produits, de prix, de distribution et de commu",,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C1-L2,PN LP-BUT TC BDMRC 2022-C1-L2-P1,Diagnostiquer l'environnement en appréhendant les enjeux sociaux et écologiques,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C1-L2,PN LP-BUT TC BDMRC 2022-C1-L2-P2,Mettre en oeuvre une étude de marché dans un environnement complexe,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C1-L2,PN LP-BUT TC BDMRC 2022-C1-L2-P3,Mettre en place une stratégie marketing dans un environnement complexe,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C1-L2,PN LP-BUT TC BDMRC 2022-C1-L2-P4,Concevoir un mix étendu pour une offre complexe,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C1-L3,PN LP-BUT TC BDMRC 2022-C1-L3-P1,Mettre en place des outils de veille pour anticiper les évolutions de l'environnement,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C1-L3,PN LP-BUT TC BDMRC 2022-C1-L3-P2,"Élaborer une stratégie marketing dans un environnement instable (sanitaire, économique ou interne)",,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C1-L3,PN LP-BUT TC BDMRC 2022-C1-L3-P3,Faire évoluer l'offre à l'aide de leviers de création de valeur,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C1-L3,PN LP-BUT TC BDMRC 2022-C1-L3-P4,Intégrer la RSE dans la stratégie de l'offre,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C2-L1,PN LP-BUT TC BDMRC 2022-C2-L1-P1,Préparer un plan de découverte qui permette de profiler le client et découvir ses besoins,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C2-L1,PN LP-BUT TC BDMRC 2022-C2-L1-P2,Concevoir un argumentaire de vente qui permette de proposer une solution adaptée aux clients,<p>Concevoir un argumentaire de vente qui permette de proposer une solution adapt&eacute;e aux besoins du client</p>,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C2-L1,PN LP-BUT TC BDMRC 2022-C2-L1-P3,Concevoir des OAV efficaces,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C2-L1,PN LP-BUT TC BDMRC 2022-C2-L1-P4,Évaluer la performance commerciale au moyen d'indicateurs,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C2-L1,PN LP-BUT TC BDMRC 2022-C2-L1-P5,Recourir aux techniques adaptées à la démarche de prospection,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C2-L1,PN LP-BUT TC BDMRC 2022-C2-L1-P6,Recourir aux codes d'expression spécifiques et professionnels,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C2-L2,PN LP-BUT TC BDMRC 2022-C2-L2-P1,Convaincre en exprimant avec empathie l’offre en termes d’avantages personnalisés,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C2-L2,PN LP-BUT TC BDMRC 2022-C2-L2-P2,"Négocier le prix : défendre, valoriser l'offre en percevant les stratégies d’achat",,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C2-L2,PN LP-BUT TC BDMRC 2022-C2-L2-P3,Maîtriser les éléments juridiques et comptables de l'offre,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C2-L2,PN LP-BUT TC BDMRC 2022-C2-L2-P4,"Utiliser les OAV (feuille de calcul, supports d’argumentation...) à bon escient pour convaincre",,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C2-L2,PN LP-BUT TC BDMRC 2022-C2-L2-P5,Organiser le suivi de ses résultats pour gagner en performance au sein de l'équipe commerciale,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C2-L2,PN LP-BUT TC BDMRC 2022-C2-L2-P6,Prendre en compte les enjeux de la fonction achat pour la performance économique de l’entreprise,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C2-L3,PN LP-BUT TC BDMRC 2022-C2-L3-P1,Identifier les techniques d’achat employées par un acheteur professionnel,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C2-L3,PN LP-BUT TC BDMRC 2022-C2-L3-P2,Élaborer des outils de gestion et de calcul efficaces pour la vente complexe,"<p>&Eacute;laborer des outils de gestion et de calcul efficaces (facture, &eacute;ch&eacute;ancier,devis) pour la vente complexe</p>",,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C2-L3,PN LP-BUT TC BDMRC 2022-C2-L3-P3,Maîtriser les codes propres à l'univers spécifique rencontré,"<p>Ma&icirc;triser les codes propres &agrave; l'univers sp&eacute;cifique rencontr&eacute; : achat, finance, industrie, international, etc</p>",,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C3-L1,PN LP-BUT TC BDMRC 2022-C3-L1-P1,Identifier les cibles et objectifs de communication en tenant compte de la cohérence du mix,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C3-L1,PN LP-BUT TC BDMRC 2022-C3-L1-P2,Analyser de manière pertinente les moyens de communication commerciale,"<p>Analyser de mani&egrave;re pertinente les moyens de communication commerciale (m&eacute;dias, hors m&eacute;dias, m&eacute;dias sociaux)</p>",,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C3-L1,PN LP-BUT TC BDMRC 2022-C3-L1-P3,"Élaborer des supports simples (Imprimé Sans Adresse, affiches, dossier de sponsoring, ...)",,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C3-L1,PN LP-BUT TC BDMRC 2022-C3-L1-P4,"Analyser les indicateurs post campagne (impact, efficacité)",,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C3-L2,PN LP-BUT TC BDMRC 2022-C3-L2-P1,Élaborer une stratégie de communication adaptée au brief agence,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C3-L2,PN LP-BUT TC BDMRC 2022-C3-L2-P2,Établir une stratégie de moyens en utilisant les indicateurs de choix des supports,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C3-L2,PN LP-BUT TC BDMRC 2022-C3-L2-P3,Proposer un plan de com 360° en élaborant les supports et en veillant à leur efficacité,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C3-L2,PN LP-BUT TC BDMRC 2022-C3-L2-P4,Mettre en œuvre une stratégie digitale,"<p>Mettre en &oelig;uvre une strat&eacute;gie digitale : blog, r&eacute;seaux sociaux, influenceurs, en mesurant leurs performances et en veillant &agrave; l'e-reputation</p>",,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C4-L1,PN LP-BUT TC BDMRC 2022-C4-L1-P1,Réaliser un diagnostic avant la mise en place d'actions commerciales,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C4-L1,PN LP-BUT TC BDMRC 2022-C4-L1-P2,Mesurer l'importance du choix des cibles commerciales,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C4-L1,PN LP-BUT TC BDMRC 2022-C4-L1-P3,Travailler en équipe tout en respectant le rôle de chacun,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C4-L1,PN LP-BUT TC BDMRC 2022-C4-L1-P4,Adapter l'offre à une demande client,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C4-L2,PN LP-BUT TC BDMRC 2022-C4-L2-P1,Mettre en oeuvre la stratégie marketing et commerciale au sein de l'équipe,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C4-L2,PN LP-BUT TC BDMRC 2022-C4-L2-P2,Fédérer les équipes autour de la réussite des objectifs marketing et commerciaux,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C4-L2,PN LP-BUT TC BDMRC 2022-C4-L2-P3,Co-construire une offre en collaboration avec les parties prenantes concernées,<p>Co-construire une offre en collaboration avec les parties prenantes concern&eacute;es (externes et internes)</p>,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C5-L1,PN LP-BUT TC BDMRC 2022-C5-L1-P1,Intégrer la satisfaction client dans la réussite de la relation commerciale et la réputation,<p>Int&eacute;grer la satisfaction client dans la r&eacute;ussite de la relation commerciale et la r&eacute;putation de l'entreprise</p>,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C5-L1,PN LP-BUT TC BDMRC 2022-C5-L1-P2,Piloter sa relation client au moyen d'indicateurs,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C5-L1,PN LP-BUT TC BDMRC 2022-C5-L1-P3,Traiter les réclamations client pour optimiser l'activité,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C5-L1,PN LP-BUT TC BDMRC 2022-C5-L1-P4,Exploiter de façon pertinente les outils de la relation client,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C5-L2,PN LP-BUT TC BDMRC 2022-C5-L2-P1,Asseoir la réussite de la relation client sur la cohérence globale de l'organisation,"<p>Asseoir la r&eacute;ussite de la relation client sur la coh&eacute;rence globale de l'organisation (outils , processus, communication, structure organisationnelle...)</p>",,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C5-L2,PN LP-BUT TC BDMRC 2022-C5-L2-P2,Optimiser l'expérience client par la mise en place d'un processus d'amélioration continue,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C5-L2,PN LP-BUT TC BDMRC 2022-C5-L2-P3,Contribuer à la diffusion de la culture client au sein de l'organisation,,,,,,,,,,,
PN LP-BUT TC BDMRC 2022-C5-L2,PN LP-BUT TC BDMRC 2022-C5-L2-P4,Faire évoluer les outils de la relation client,,,,,,,,,,,
